기준연도,기준월,기준일,평균값,1800년_이후_증가값
1998,6,21,368.91,87.0
1998,6,28,368.34,86.76
1998,7,5,368.58,87.37
1998,7,12,367.89,87.11
1998,7,19,368.06,87.75
1998,7,26,367.25,87.46
1998,8,2,367.05,87.81
1998,8,9,366.38,87.69
1998,8,16,365.69,87.54
1998,8,23,365.49,87.84
1998,8,30,364.89,87.68
1998,9,6,364.45,87.6
1998,9,13,363.79,87.19
1998,9,20,363.65,87.2
1998,9,27,364.19,87.79
1998,10,4,364.24,87.77
1998,10,11,364.44,87.82
1998,10,18,364.67,87.83
1998,10,25,364.94,87.82
1998,11,1,365.08,87.66
1998,11,8,365.54,87.78
1998,11,15,366.1,88.02
1998,11,22,365.97,87.56
1998,11,29,366.74,88.02
1998,12,6,366.97,87.96
1998,12,13,367.32,88.03
1998,12,20,367.44,87.91
1998,12,27,367.79,88.04
1999,1,3,367.97,87.97
1999,1,10,368.27,88.11
1999,1,17,367.97,87.67
1999,1,24,369.26,88.83
1999,1,31,369.43,88.86
1999,2,7,369.27,88.57
1999,2,14,368.79,87.94
1999,2,21,369.24,88.23
1999,2,28,368.19,86.99
1999,3,7,369.39,87.98
1999,3,14,370.34,88.7
1999,3,21,370.73,88.85
1999,3,28,370.83,88.72
1999,4,4,371.89,89.56
1999,4,11,371.67,89.15
1999,4,18,370.45,87.77
1999,4,25,370.77,87.97
1999,5,2,371.69,88.83
1999,5,9,371.24,88.37
1999,5,16,370.74,87.92
1999,5,23,370.88,88.15
1999,5,30,370.88,88.28
1999,6,6,370.55,88.13
1999,6,13,370.58,88.38
1999,6,20,370.05,88.11
1999,6,27,369.94,88.31
1999,7,4,370.21,88.95
1999,7,11,370.29,89.43
1999,7,18,369.25,88.85
1999,7,25,368.43,88.54
1999,8,1,367.85,88.5
1999,8,8,367.51,88.71
1999,8,15,366.75,88.5
1999,8,22,366.42,88.68
1999,8,29,365.32,88.04
1999,9,5,364.48,87.57
1999,9,12,365.31,88.68
1999,9,19,365.2,88.74
1999,9,26,364.82,88.42
1999,10,3,365.3,88.85
1999,10,10,365.34,88.75
1999,10,17,365.75,88.94
1999,10,24,365.8,88.71
1999,10,31,366.13,88.72
1999,11,7,366.8,89.05
1999,11,14,366.91,88.81
1999,11,21,367.24,88.8
1999,11,28,367.6,88.84
1999,12,5,368.03,88.98
1999,12,12,368.05,88.72
1999,12,19,368.43,88.86
1999,12,26,368.89,89.11
2000,1,2,368.89,88.88
2000,1,9,369.03,88.86
2000,1,16,370.19,89.9
2000,1,23,370.24,89.83
2000,1,30,369.41,88.89
2000,2,6,369.77,89.13
2000,2,13,370.14,89.38
2000,2,20,369.52,88.61
2000,2,27,370.27,89.18
2000,3,5,370.24,88.97
2000,3,12,370.8,89.31
2000,3,19,371.05,89.3
2000,3,26,371.29,89.29
2000,4,2,371.23,88.97
2000,4,9,372.17,89.69
2000,4,16,372.5,89.82
2000,4,23,372.08,89.26
2000,4,30,371.07,88.16
2000,5,7,372.04,89.11
2000,5,14,371.67,88.77
2000,5,21,372.24,89.42
2000,5,28,372.04,89.35
2000,6,4,372.08,89.57
2000,6,11,371.83,89.54
2000,6,18,371.95,89.93
2000,6,25,371.41,89.69
2000,7,2,370.38,89.03
2000,7,9,370.31,89.37
2000,7,16,370.1,89.62
2000,7,23,369.35,89.37
2000,7,30,369.08,89.64
2000,8,6,368.62,89.74
2000,8,13,368.4,90.06
2000,8,20,367.68,89.86
2000,8,27,367.7,90.35
2000,9,3,367.32,90.35
2000,9,10,367.33,90.64
2000,9,17,366.86,90.36
2000,9,24,366.86,90.42
2000,10,1,366.78,90.31
2000,10,8,366.88,90.28
2000,10,15,367.13,90.33
2000,10,22,367.62,90.55
2000,10,29,368.0,90.62
2000,11,5,368.2,90.49
2000,11,12,368.75,90.71
2000,11,19,368.64,90.26
2000,11,26,368.86,90.16
2000,12,3,369.84,90.84
2000,12,10,369.83,90.55
2000,12,17,369.81,90.28
2000,12,24,370.02,90.27
2000,12,31,370.34,90.45
2001,1,7,370.46,90.41
2001,1,14,370.84,90.64
2001,1,21,370.69,90.35
2001,1,28,371.53,91.07
2001,2,4,371.76,91.16
2001,2,11,372.14,91.41
2001,2,18,371.66,90.78
2001,2,25,371.9,90.85
2001,3,4,372.37,91.12
2001,3,11,372.67,91.19
2001,3,18,372.72,91.0
2001,3,25,372.58,90.61
2001,4,1,372.63,90.42
2001,4,8,373.79,91.35
2001,4,15,373.9,91.25
2001,4,22,373.79,90.99
2001,4,29,373.73,90.82
2001,5,6,374.12,91.15
2001,5,13,373.88,90.92
2001,5,20,374.09,91.19
2001,5,27,374.07,91.29
2001,6,3,373.65,91.04
2001,6,10,373.23,90.84
2001,6,17,373.3,91.18
2001,6,24,373.2,91.4
2001,7,1,372.66,91.24
2001,7,8,371.51,90.51
2001,7,15,371.48,90.94
2001,7,22,371.04,91.02
2001,7,29,371.06,91.57
2001,8,5,370.09,91.14
2001,8,12,369.36,90.95
2001,8,19,369.48,91.58
2001,8,26,369.45,92.01
2001,9,2,368.5,91.44
2001,9,9,368.72,91.95
2001,9,16,368.21,91.64
2001,9,23,367.97,91.49
2001,9,30,368.21,91.72
2001,10,7,368.46,91.87
2001,10,14,368.33,91.56
2001,10,21,368.87,91.86
2001,10,28,369.29,91.99
2001,11,4,369.29,91.66
2001,11,11,370.01,92.06
2001,11,18,370.39,92.11
2001,11,25,370.61,92.01
2001,12,2,370.96,92.06
2001,12,9,371.4,92.22
2001,12,16,371.44,92.0
2001,12,23,371.87,92.21
2001,12,30,372.38,92.54
2002,1,6,372.38,92.33
2002,1,13,372.91,92.67
2002,1,20,372.75,92.35
2002,1,27,372.99,92.42
2002,2,3,373.13,92.41
2002,2,10,373.18,92.31
2002,2,17,373.26,92.23
2002,2,24,373.91,92.72
2002,3,3,374.06,92.68
2002,3,10,374.31,92.72
2002,3,17,374.81,93.01
2002,3,24,374.45,92.42
2002,3,31,374.43,92.17
2002,4,7,374.7,92.22
2002,4,14,375.4,92.73
2002,4,21,375.59,92.75
2002,4,28,376.23,93.28
2002,5,5,375.76,92.76
2002,5,12,375.23,92.23
2002,5,19,376.1,93.15
2002,5,26,376.41,93.58
2002,6,2,376.07,93.41
2002,6,9,375.62,93.18
2002,6,16,375.4,93.23
2002,6,23,375.66,93.81
2002,6,30,374.99,93.52
2002,7,7,374.63,93.59
2002,7,14,374.09,93.52
2002,7,21,373.51,93.44
2002,7,28,373.49,93.97
2002,8,4,372.75,93.78
2002,8,11,371.98,93.56
2002,8,18,371.5,93.6
2002,8,25,371.11,93.68
2002,9,1,370.43,93.4
2002,9,8,371.81,95.09
2002,9,15,371.01,94.5
2002,9,22,370.67,94.28
2002,9,29,370.05,93.66
2002,10,6,370.08,93.6
2002,10,13,371.41,94.76
2002,10,20,370.87,93.98
2002,10,27,371.24,94.06
2002,11,3,372.14,94.66
2002,11,10,372.04,94.23
2002,11,17,372.91,94.77
2002,11,24,372.94,94.49
2002,12,1,373.23,94.46
2002,12,8,373.77,94.72
2002,12,15,373.76,94.43
2002,12,22,374.66,95.08
2002,12,29,374.88,95.07
2003,1,5,374.73,94.71
2003,1,12,375.21,94.98
2003,1,19,375.11,94.7
2003,1,26,375.48,94.91
2003,2,2,375.35,94.62
2003,2,9,375.3,94.42
2003,2,16,376.57,95.55
2003,2,23,376.2,95.03
2003,3,2,376.49,95.15
2003,3,9,376.55,95.03
2003,3,16,376.15,94.42
2003,3,23,377.18,95.24
2003,3,30,377.03,94.85
2003,4,6,377.32,94.91
2003,4,13,377.98,95.34
2003,4,20,378.54,95.71
2003,4,27,378.81,95.82
2003,5,4,378.25,95.17
2003,5,11,378.25,95.13
2003,5,18,379.62,96.54
2003,5,25,378.91,95.94
2003,6,1,378.59,95.81
2003,6,8,378.68,96.14
2003,6,15,378.3,96.07
2003,6,22,378.49,96.62
2003,6,29,377.75,96.29
2003,7,6,376.74,95.71
2003,7,13,377.41,96.86
2003,7,20,376.57,96.52
2003,7,27,376.08,96.55
2003,8,3,375.12,96.12
2003,8,10,374.9,96.42
2003,8,17,374.06,96.08
2003,8,24,373.61,96.08
2003,8,31,373.37,96.25
2003,9,7,373.3,96.5
2003,9,14,373.05,96.48
2003,9,21,373.51,97.08
2003,9,28,373.45,97.05
2003,10,5,373.09,96.63
2003,10,12,372.95,96.36
2003,10,19,373.6,96.79
2003,10,26,373.57,96.48
2003,11,2,374.13,96.74
2003,11,9,374.7,96.97
2003,11,16,375.06,97.01
2003,11,23,375.45,97.07
2003,11,30,375.49,96.79
2003,12,7,375.95,96.96
2003,12,14,376.51,97.23
2003,12,21,376.31,96.77
2003,12,28,376.53,96.75
2004,1,4,376.51,96.53
2004,1,11,377.13,96.94
2004,1,18,377.28,96.91
2004,1,25,378.13,97.59
2004,2,1,378.06,97.35
2004,2,8,378.61,97.75
2004,2,15,377.67,96.67
2004,2,22,377.79,96.63
2004,2,29,378.46,97.12
2004,3,7,379.14,97.64
2004,3,14,379.4,97.7
2004,3,21,378.67,96.74
2004,3,28,379.9,97.72
2004,4,4,380.2,97.78
2004,4,11,380.92,98.25
2004,4,18,380.56,97.69
2004,4,25,380.82,97.77
2004,5,2,380.9,97.73
2004,5,9,380.89,97.67
2004,5,16,380.43,97.24
2004,5,23,381.25,98.16
2004,5,30,380.11,97.21
2004,6,6,380.27,97.62
2004,6,13,380.34,97.99
2004,6,20,379.55,97.57
2004,6,27,379.32,97.75
2004,7,4,378.5,97.38
2004,7,11,378.07,97.43
2004,7,18,376.92,96.78
2004,7,25,376.59,96.96
2004,8,1,376.91,97.81
2004,8,8,376.41,97.84
2004,8,15,375.95,97.88
2004,8,22,376.26,98.67
2004,8,29,374.17,96.99
2004,9,5,374.62,97.79
2004,9,12,374.23,97.65
2004,9,19,374.57,98.17
2004,9,26,374.48,98.13
2004,10,3,374.16,97.78
2004,10,10,374.4,97.88
2004,10,17,374.74,98.02
2004,10,24,375.13,98.15
2004,10,31,375.48,98.19
2004,11,7,375.63,98.01
2004,11,14,376.98,99.02
2004,11,21,376.9,98.61
2004,11,28,376.99,98.39
2004,12,5,377.72,98.82
2004,12,12,377.4,98.23
2004,12,19,377.95,98.52
2004,12,26,377.99,98.32
2005,1,2,378.36,98.43
2005,1,9,378.61,98.47
2005,1,16,378.52,98.19
2005,1,23,378.8,98.31
2005,1,30,379.59,98.95
2005,2,6,379.4,98.63
2005,2,13,380.1,99.21
2005,2,20,380.06,99.04
2005,2,27,381.54,100.39
2005,3,6,380.24,98.92
2005,3,13,381.46,99.96
2005,3,20,380.4,98.67
2005,3,27,381.95,99.98
2005,4,3,382.49,100.25
2005,4,10,382.28,99.78
2005,4,17,382.35,99.6
2005,4,24,382.76,99.8
2005,5,1,382.13,99.02
2005,5,8,382.15,98.95
2005,5,15,382.82,99.61
2005,5,22,383.2,100.07
2005,5,29,382.98,100.01
2005,6,5,382.82,100.07
2005,6,12,382.6,100.14
2005,6,19,382.13,100.03
2005,6,26,381.56,99.85
2005,7,3,381.28,100.02
2005,7,10,381.05,100.25
2005,7,17,380.95,100.65
2005,7,24,380.34,100.57
2005,7,31,380.03,100.79
2005,8,7,379.1,100.39
2005,8,14,379.02,100.83
2005,8,21,378.18,100.47
2005,8,28,378.14,100.86
2005,9,4,377.55,100.62
2005,9,11,376.41,99.75
2005,9,18,376.53,100.04
2005,9,25,376.64,100.22
2005,10,2,376.83,100.39
2005,10,9,377.1,100.54
2005,10,16,,-999.99
2005,10,23,377.7,100.7
2005,10,30,378.0,100.72
2005,11,6,378.14,100.55
2005,11,13,379.05,101.14
2005,11,20,378.68,100.45
2005,11,27,379.22,100.68
2005,12,4,380.12,101.29
2005,12,11,380.37,101.25
2005,12,18,380.44,101.04
2005,12,25,380.69,101.04
2006,1,1,381.46,101.59
2006,1,8,381.4,101.31
2006,1,15,381.75,101.45
2006,1,22,381.82,101.34
2006,1,29,381.82,101.19
2006,2,5,382.49,101.72
2006,2,12,382.8,101.9
2006,2,19,382.13,101.11
2006,2,26,382.33,101.17
2006,3,5,383.08,101.76
2006,3,12,383.06,101.55
2006,3,19,383.09,101.37
2006,3,26,382.62,100.65
2006,4,2,384.37,102.13
2006,4,9,384.96,102.46
2006,4,16,385.05,102.3
2006,4,23,384.94,101.97
2006,4,30,385.07,101.94
2006,5,7,385.21,101.99
2006,5,14,385.51,102.27
2006,5,21,385.14,101.98
2006,5,28,384.85,101.85
2006,6,4,384.37,101.6
2006,6,11,384.46,101.99
2006,6,18,384.12,102.0
2006,6,25,383.63,101.91
2006,7,2,383.3,102.01
2006,7,9,383.01,102.19
2006,7,16,381.99,101.64
2006,7,23,382.3,102.46
2006,7,30,381.7,102.38
2006,8,6,380.78,101.98
2006,8,13,380.59,102.3
2006,8,20,379.98,102.17
2006,8,27,379.74,102.37
2006,9,3,378.81,101.81
2006,9,10,379.36,102.66
2006,9,17,378.86,102.35
2006,9,24,379.06,102.65
2006,10,1,379.11,102.7
2006,10,8,379.09,102.58
2006,10,15,379.12,102.44
2006,10,22,379.67,102.75
2006,10,29,379.84,102.63
2006,11,5,379.96,102.44
2006,11,12,380.19,102.35
2006,11,19,380.57,102.41
2006,11,26,381.44,102.96
2006,12,3,381.67,102.9
2006,12,10,381.9,102.84
2006,12,17,382.39,103.05
2006,12,24,382.18,102.58
2006,12,31,382.29,102.53
2007,1,7,383.14,103.13
2007,1,14,382.65,102.41
2007,1,21,383.77,103.31
2007,1,28,383.88,103.24
2007,2,4,383.48,102.67
2007,2,11,385.03,104.06
2007,2,18,384.93,103.83
2007,2,25,384.22,102.99
2007,3,4,383.62,102.24
2007,3,11,384.55,103.0
2007,3,18,385.29,103.53
2007,3,25,386.08,104.08
2007,4,1,386.07,103.8
2007,4,8,385.93,103.38
2007,4,15,387.51,104.69
2007,4,22,387.18,104.13
2007,4,29,386.82,103.6
2007,5,6,386.46,103.13
2007,5,13,386.88,103.55
2007,5,20,386.74,103.5
2007,5,27,387.14,104.08
2007,6,3,387.13,104.32
2007,6,10,386.65,104.18
2007,6,17,385.93,103.83
2007,6,24,385.27,103.58
2007,7,1,385.61,104.36
2007,7,8,385.35,104.55
2007,7,15,384.32,103.98
2007,7,22,384.03,104.18
2007,7,29,383.11,103.76
2007,8,5,382.7,103.85
2007,8,12,382.11,103.77
2007,8,19,382.33,104.47
2007,8,26,381.86,104.45
2007,9,2,381.76,104.75
2007,9,9,380.88,104.19
2007,9,16,381.03,104.57
2007,9,23,380.91,104.56
2007,9,30,381.12,104.77
2007,10,7,381.19,104.74
2007,10,14,381.27,104.65
2007,10,21,381.59,104.71
2007,10,28,382.0,104.83
2007,11,4,382.26,104.78
2007,11,11,382.46,104.65
2007,11,18,383.29,105.17
2007,11,25,383.12,104.71
2007,12,2,383.91,105.22
2007,12,9,383.95,104.99
2007,12,16,384.63,105.41
2007,12,23,384.18,104.7
2007,12,30,385.02,105.24
2008,1,6,384.67,104.62
2008,1,13,386.05,105.8
2008,1,20,386.25,105.8
2008,1,27,387.02,106.41
2008,2,3,386.25,105.49
2008,2,10,386.2,105.31
2008,2,17,385.54,104.51
2008,2,24,385.62,104.46
2008,3,2,386.06,104.77
2008,3,9,385.95,104.5
2008,3,16,386.08,104.43
2008,3,23,386.97,105.09
2008,3,30,388.31,106.19
2008,4,6,386.98,104.6
2008,4,13,386.72,104.09
2008,4,20,387.58,104.72
2008,4,27,387.52,104.48
2008,5,4,388.77,105.61
2008,5,11,389.11,105.92
2008,5,18,389.13,105.99
2008,5,25,388.82,105.8
2008,6,1,388.76,105.94
2008,6,8,387.74,105.19
2008,6,15,388.11,105.89
2008,6,22,387.53,105.69
2008,6,29,,-999.99
2008,7,6,,-999.99
2008,7,13,,-999.99
2008,7,20,386.61,106.57
2008,7,27,385.14,105.61
2008,8,3,385.46,106.44
2008,8,10,384.17,105.66
2008,8,17,383.91,105.89
2008,8,24,383.52,105.95
2008,8,31,383.73,106.56
2008,9,7,383.27,106.42
2008,9,14,383.6,106.99
2008,9,21,383.28,106.81
2008,9,28,382.97,106.53
2008,10,5,383.1,106.6
2008,10,12,383.07,106.43
2008,10,19,383.29,106.43
2008,10,26,384.21,107.08
2008,11,2,384.01,106.58
2008,11,9,384.33,106.6
2008,11,16,384.57,106.52
2008,11,23,384.72,106.36
2008,11,30,385.28,106.62
2008,12,7,385.52,106.59
2008,12,14,385.77,106.57
2008,12,21,386.15,106.69
2008,12,28,386.46,106.75
2009,1,4,386.63,106.58
2009,1,11,387.24,106.98
2009,1,18,387.37,106.91
2009,1,25,387.74,107.13
2009,2,1,387.25,106.51
2009,2,8,387.16,106.31
2009,2,15,387.84,106.89
2009,2,22,388.45,107.39
2009,3,1,389.3,108.12
2009,3,8,389.03,107.69
2009,3,15,388.42,106.89
2009,3,22,389.51,107.75
2009,3,29,389.26,107.23
2009,4,5,389.65,107.33
2009,4,12,389.15,106.55
2009,4,19,389.78,106.93
2009,4,26,390.74,107.68
2009,5,3,389.98,106.8
2009,5,10,390.39,107.16
2009,5,17,390.6,107.42
2009,5,24,390.62,107.58
2009,5,31,390.07,107.24
2009,6,7,390.42,107.88
2009,6,14,389.64,107.42
2009,6,21,388.72,106.89
2009,6,28,388.9,107.47
2009,7,5,388.7,107.7
2009,7,12,388.57,108.03
2009,7,19,387.89,107.82
2009,7,26,387.58,108.0
2009,8,2,387.28,108.19
2009,8,9,386.22,107.64
2009,8,16,385.91,107.82
2009,8,23,385.83,108.19
2009,8,30,385.36,108.13
2009,9,6,384.89,108.0
2009,9,13,384.96,108.31
2009,9,20,384.84,108.34
2009,9,27,384.23,107.78
2009,10,4,384.08,107.58
2009,10,11,384.58,107.94
2009,10,18,384.92,108.08
2009,10,25,385.22,108.11
2009,11,1,385.58,108.18
2009,11,8,385.9,108.19
2009,11,15,386.55,108.53
2009,11,22,386.59,108.26
2009,11,29,387.28,108.65
2009,12,6,387.18,108.25
2009,12,13,387.07,107.85
2009,12,20,388.61,109.11
2009,12,27,388.8,109.04
2010,1,3,388.37,108.4
2010,1,10,388.54,108.34
2010,1,17,388.54,108.12
2010,1,24,389.21,108.62
2010,1,31,390.91,110.16
2010,2,7,390.55,109.67
2010,2,14,390.43,109.43
2010,2,21,389.79,108.69
2010,2,28,391.14,109.93
2010,3,7,391.59,110.25
2010,3,14,391.38,109.87
2010,3,21,390.5,108.78
2010,3,28,391.96,110.0
2010,4,4,391.39,109.16
2010,4,11,392.93,110.42
2010,4,18,393.53,110.76
2010,4,25,393.42,110.43
2010,5,2,393.2,110.05
2010,5,9,392.81,109.59
2010,5,16,393.64,110.43
2010,5,23,392.93,109.83
2010,5,30,393.51,110.61
2010,6,6,392.99,110.36
2010,6,13,392.1,109.8
2010,6,20,391.86,109.94
2010,6,27,391.36,109.85
2010,7,4,390.77,109.69
2010,7,11,390.06,109.43
2010,7,18,390.47,110.3
2010,7,25,390.04,110.36
2010,8,1,389.07,109.88
2010,8,8,389.02,110.34
2010,8,15,388.67,110.48
2010,8,22,387.8,110.08
2010,8,29,387.72,110.42
2010,9,5,386.32,109.39
2010,9,12,387.24,110.59
2010,9,19,386.96,110.48
2010,9,26,386.97,110.56
2010,10,3,387.14,110.7
2010,10,10,387.02,110.45
2010,10,17,387.62,110.84
2010,10,24,388.02,110.98
2010,10,31,388.24,110.9
2010,11,7,388.25,110.59
2010,11,14,388.82,110.84
2010,11,21,389.69,111.39
2010,11,28,389.86,111.27
2010,12,5,389.97,111.09
2010,12,12,389.64,110.48
2010,12,19,390.34,110.91
2010,12,26,390.13,110.45
2011,1,2,391.74,111.76
2011,1,9,390.96,110.76
2011,1,16,391.7,111.3
2011,1,23,391.56,111.0
2011,1,30,392.26,111.55
2011,2,6,391.63,110.8
2011,2,13,391.84,110.9
2011,2,20,392.24,111.19
2011,2,27,392.26,111.08
2011,3,6,392.07,110.75
2011,3,13,392.69,111.18
2011,3,20,393.09,111.36
2011,3,27,394.21,112.23
2011,4,3,393.19,110.93
2011,4,10,393.28,110.74
2011,4,17,393.73,110.93
2011,4,24,393.5,110.48
2011,5,1,394.33,111.16
2011,5,8,393.08,109.83
2011,5,15,395.1,111.86
2011,5,22,395.29,112.15
2011,5,29,394.41,111.45
2011,6,5,393.7,111.0
2011,6,12,394.0,111.62
2011,6,19,393.75,111.73
2011,6,26,393.65,112.05
2011,7,3,393.71,112.54
2011,7,10,393.49,112.78
2011,7,17,391.52,111.29
2011,7,24,392.19,112.45
2011,7,31,391.4,112.17
2011,8,7,390.8,112.09
2011,8,14,390.34,112.14
2011,8,21,389.59,111.87
2011,8,28,389.7,112.41
2011,9,4,389.24,112.32
2011,9,11,389.35,112.71
2011,9,18,389.29,112.84
2011,9,25,388.87,112.51
2011,10,2,388.98,112.59
2011,10,9,389.01,112.51
2011,10,16,389.23,112.54
2011,10,23,389.44,112.5
2011,10,30,389.81,112.56
2011,11,6,389.97,112.4
2011,11,13,390.66,112.75
2011,11,20,390.7,112.47
2011,11,27,391.34,112.79
2011,12,4,391.56,112.7
2011,12,11,392.21,113.06
2011,12,18,392.65,113.22
2011,12,25,392.4,112.7
2012,1,1,393.15,113.17
2012,1,8,393.57,113.41
2012,1,15,393.17,112.86
2012,1,22,393.53,113.08
2012,1,29,393.43,112.85
2012,2,5,393.9,113.2
2012,2,12,393.68,112.84
2012,2,19,394.61,113.62
2012,2,26,394.45,113.29
2012,3,4,393.73,112.41
2012,3,11,394.46,112.92
2012,3,18,394.98,113.19
2012,3,25,395.32,113.26
2012,4,1,395.51,113.17
2012,4,8,396.81,114.18
2012,4,15,396.35,113.47
2012,4,22,396.8,113.72
2012,4,29,397.11,113.88
2012,5,6,397.32,114.02
2012,5,13,397.18,113.9
2012,5,20,396.31,113.13
2012,5,27,396.48,113.48
2012,6,3,395.93,113.18
2012,6,10,396.43,114.0
2012,6,17,395.77,113.7
2012,6,24,395.45,113.79
2012,7,1,395.15,113.93
2012,7,8,394.56,113.8
2012,7,15,394.66,114.37
2012,7,22,394.28,114.49
2012,7,29,393.62,114.35
2012,8,5,393.43,114.67
2012,8,12,392.71,114.45
2012,8,19,391.57,113.81
2012,8,26,391.99,114.67
2012,9,2,392.06,115.13
2012,9,9,391.1,114.48
2012,9,16,390.99,114.58
2012,9,23,391.09,114.79
2012,9,30,391.02,114.73
2012,10,7,391.18,114.79
2012,10,14,391.12,114.53
2012,10,21,391.56,114.71
2012,10,28,391.78,114.61
2012,11,4,392.52,114.99
2012,11,11,393.48,115.59
2012,11,18,393.39,115.13
2012,11,25,393.93,115.32
2012,12,2,393.88,114.96
2012,12,9,394.62,115.4
2012,12,16,394.75,115.28
2012,12,23,395.06,115.36
2012,12,30,394.72,114.89
2013,1,6,395.6,115.58
2013,1,13,396.21,116.04
2013,1,20,396.01,115.69
2013,1,27,395.99,115.54
2013,2,3,396.86,116.28
2013,2,10,397.2,116.5
2013,2,17,397.37,116.53
2013,2,24,396.96,115.95
2013,3,3,397.88,116.67
2013,3,10,397.17,115.73
2013,3,17,397.58,115.86
2013,3,24,398.19,116.16
2013,3,31,398.3,115.96
2013,4,7,398.0,115.33
2013,4,14,398.19,115.23
2013,4,21,399.44,116.23
2013,4,28,399.76,116.38
2013,5,5,399.75,116.28
2013,5,12,399.98,116.51
2013,5,19,400.17,116.8
2013,5,26,400.12,116.94
2013,6,2,399.4,116.49
2013,6,9,398.8,116.22
2013,6,16,398.33,116.14
2013,6,23,398.84,117.06
2013,6,30,398.43,117.1
2013,7,7,397.93,117.08
2013,7,14,397.27,116.91
2013,7,21,397.01,117.16
2013,7,28,396.87,117.55
2013,8,4,395.86,117.08
2013,8,11,395.32,117.07
2013,8,18,395.34,117.6
2013,8,25,394.42,117.14
2013,9,1,394.05,117.18
2013,9,8,393.59,117.03
2013,9,15,393.73,117.39
2013,9,22,393.58,117.34
2013,9,29,393.52,117.27
2013,10,6,393.55,117.18
2013,10,13,393.88,117.31
2013,10,20,394.19,117.34
2013,10,27,394.44,117.26
2013,11,3,394.67,117.14
2013,11,10,395.73,117.84
2013,11,17,395.07,116.83
2013,11,24,396.2,117.64
2013,12,1,396.46,117.6
2013,12,8,396.33,117.19
2013,12,15,397.61,118.23
2013,12,22,397.46,117.85
2013,12,29,397.6,117.68
2014,1,5,398.41,118.29
2014,1,12,397.93,117.65
2014,1,19,398.15,117.74
2014,1,26,398.02,117.5
2014,2,2,398.16,117.54
2014,2,9,398.06,117.35
2014,2,16,398.27,117.46
2014,2,23,398.47,117.52
2014,3,2,398.64,117.5
2014,3,9,400.07,118.71
2014,3,16,401.36,119.72
2014,3,23,400.3,118.35
2014,3,30,400.8,118.51
2014,4,6,401.29,118.67
2014,4,13,401.72,118.78
2014,4,20,401.77,118.57
2014,4,27,401.92,118.53
2014,5,4,401.9,118.41
2014,5,11,401.91,118.42
2014,5,18,401.93,118.53
2014,5,25,402.0,118.77
2014,6,1,401.99,119.03
2014,6,8,401.68,119.04
2014,6,15,401.21,118.94
2014,6,22,401.12,119.26
2014,6,29,400.4,118.97
2014,7,6,400.0,119.05
2014,7,13,398.98,118.51
2014,7,20,398.97,119.02
2014,7,27,397.58,118.17
2014,8,3,397.94,119.07
2014,8,10,397.38,119.06
2014,8,17,397.03,119.23
2014,8,24,396.38,119.06
2014,8,31,396.5,119.61
2014,9,7,395.19,118.63
2014,9,14,395.26,118.93
2014,9,21,395.6,119.41
2014,9,28,395.47,119.29
2014,10,5,395.72,119.45
2014,10,12,395.79,119.34
2014,10,19,396.0,119.29
2014,10,26,397.6,120.57
2014,11,2,396.9,119.53
2014,11,9,397.33,119.59
2014,11,16,397.43,119.33
2014,11,23,398.02,119.56
2014,11,30,398.34,119.55
2014,12,7,399.28,120.17
2014,12,14,399.28,119.87
2014,12,21,399.11,119.44
2014,12,28,400.03,120.14
2015,1,4,400.05,119.98
2015,1,11,400.36,120.14
2015,1,18,399.7,119.35
2015,1,25,400.39,119.92
2015,2,1,400.44,119.86
2015,2,8,400.14,119.46
2015,2,15,400.11,119.32
2015,2,22,401.53,120.61
2015,3,1,401.48,120.39
2015,3,8,402.23,120.93
2015,3,15,400.97,119.41
2015,3,22,401.97,120.1
2015,3,29,402.0,119.8
2015,4,5,403.39,120.85
2015,4,12,404.23,121.35
2015,4,19,403.27,120.09
2015,4,26,403.99,120.6
2015,5,3,404.33,120.8
2015,5,10,404.16,120.6
2015,5,17,404.16,120.67
2015,5,24,403.99,120.68
2015,5,31,403.37,120.33
2015,6,7,403.41,120.7
2015,6,14,402.56,120.24
2015,6,21,402.88,121.0
2015,6,28,402.33,120.91
2015,7,5,401.9,120.96
2015,7,12,401.57,121.12
2015,7,19,401.43,121.49
2015,7,26,400.38,120.95
2015,8,2,398.54,119.64
2015,8,9,399.37,121.01
2015,8,16,399.32,121.48
2015,8,23,399.04,121.68
2015,8,30,398.68,121.76
2015,9,6,397.96,121.39
2015,9,13,397.43,121.12
2015,9,20,397.52,121.36
2015,9,27,397.41,121.27
2015,10,4,398.56,122.32
2015,10,11,398.37,121.94
2015,10,18,398.71,122.0
2015,10,25,398.68,121.63
2015,11,1,399.26,121.84
2015,11,8,400.22,122.41
2015,11,15,400.55,122.36
2015,11,22,400.58,122.03
2015,11,29,401.0,122.14
2015,12,6,401.52,122.36
2015,12,13,402.55,123.13
2015,12,20,402.81,123.16
2015,12,27,402.28,122.42
2016,1,3,402.32,122.28
2016,1,10,402.65,122.42
2016,1,17,402.78,122.39
2016,1,24,403.33,122.78
2016,1,31,404.75,124.08
2016,2,7,403.98,123.2
2016,2,14,403.85,122.96
2016,2,21,404.59,123.59
2016,2,28,404.24,123.1
2016,3,6,404.18,122.89
2016,3,13,404.97,123.47
2016,3,20,405.85,124.09
2016,3,27,405.64,123.58
2016,4,3,406.78,124.39
2016,4,10,408.91,126.18
2016,4,17,407.64,124.58
2016,4,24,407.9,124.57
